order_id,order_timestamp,party_size,order_total,item_count,order_date,has_event,event_count,max_event_attendance,closest_event_distance
103052,2025-02-15 12:04:00,5,52.23,7,2025-02-15,1,1,607,1.2
103053,2025-02-15 12:19:00,4,34.4,5,2025-02-15,1,1,607,1.2
103054,2025-02-15 12:45:00,1,24.89,2,2025-02-15,1,1,607,1.2
103055,2025-02-15 12:21:00,3,10.15,4,2025-02-15,1,1,607,1.2
103056,2025-02-15 12:11:00,4,74.41,5,2025-02-15,1,1,607,1.2
103057,2025-02-15 12:21:00,2,18.64,4,2025-02-15,1,1,607,1.2
103058,2025-02-15 12:04:00,2,26.2,2,2025-02-15,1,1,607,1.2
103059,2025-02-15 12:30:00,2,30.94,4,2025-02-15,1,1,607,1.2
103060,2025-02-15 12:26:00,2,26.51,3,2025-02-15,1,1,607,1.2
103061,2025-02-15 12:44:00,1,28.53,3,2025-02-15,1,1,607,1.2
103062,2025-02-15 12:24:00,3,34.32,4,2025-02-15,1,1,607,1.2
103063,2025-02-15 19:54:00,6,73.86,8,2025-02-15,1,1,607,1.2
103064,2025-02-15 19:40:00,3,37.32,3,2025-02-15,1,1,607,1.2
103065,2025-02-15 19:55:00,3,22.83,3,2025-02-15,1,1,607,1.2
103066,2025-02-15 19:49:00,2,15.6,3,2025-02-15,1,1,607,1.2
103067,2025-02-15 19:07:00,2,30.34,3,2025-02-15,1,1,607,1.2
103068,2025-02-15 19:01:00,2,14.45,2,2025-02-15,1,1,607,1.2
103069,2025-02-15 19:23:00,2,23.96,3,2025-02-15,1,1,607,1.2
103070,2025-02-15 19:22:00,3,28.05,3,2025-02-15,1,1,607,1.2
103071,2025-02-15 19:54:00,4,26.42,5,2025-02-15,1,1,607,1.2
103072,2025-02-15 19:17:00,3,58.4,5,2025-02-15,1,1,607,1.2
103073,2025-02-15 19:15:00,4,41.97,5,2025-02-15,1,1,607,1.2
103074,2025-02-15 19:52:00,2,29.34,3,2025-02-15,1,1,607,1.2
103075,2025-02-15 19:17:00,4,41.6,4,2025-02-15,1,1,607,1.2
103076,2025-02-15 19:40:00,4,31.46,4,2025-02-15,1,1,607,1.2
103077,2025-02-15 19:07:00,2,22.36,3,2025-02-15,1,1,607,1.2
103078,2025-02-15 19:18:00,5,25.71,5,2025-02-15,1,1,607,1.2
103079,2025-02-15 19:07:00,5,63.59,5,2025-02-15,1,1,607,1.2
103080,2025-02-15 19:21:00,2,51.09,4,2025-02-15,1,1,607,1.2
103081,2025-02-15 19:55:00,6,59.37,6,2025-02-15,1,1,607,1.2
103082,2025-02-15 19:38:00,5,44.45,5,2025-02-15,1,1,607,1.2
103083,2025-02-15 19:50:00,1,6.75,1,2025-02-15,1,1,607,1.2
103084,2025-02-15 19:39:00,3,70.32,5,2025-02-15,1,1,607,1.2
103085,2025-02-15 19:40:00,2,28.5,3,2025-02-15,1,1,607,1.2
103086,2025-02-15 19:57:00,2,22.09,3,2025-02-15,1,1,607,1.2
103087,2025-02-15 19:33:00,6,60.57,7,2025-02-15,1,1,607,1.2
103088,2025-02-15 19:53:00,2,20.83,2,2025-02-15,1,1,607,1.2
103089,2025-02-15 19:32:00,4,54.98,6,2025-02-15,1,1,607,1.2
103090,2025-02-15 19:59:00,1,37.47,3,2025-02-15,1,1,607,1.2
103091,2025-02-15 19:38:00,4,41.58,4,2025-02-15,1,1,607,1.2
103092,2025-02-15 19:05:00,3,21.85,3,2025-02-15,1,1,607,1.2
103093,2025-02-15 19:40:00,4,61.01,5,2025-02-15,1,1,607,1.2
103094,2025-02-15 19:49:00,5,45.48,5,2025-02-15,1,1,607,1.2
103095,2025-02-15 19:29:00,8,86.73,9,2025-02-15,1,1,607,1.2
103096,2025-02-15 19:52:00,4,33.59,4,2025-02-15,1,1,607,1.2
103097,2025-02-15 19:06:00,5,66.36,7,2025-02-15,1,1,607,1.2
103098,2025-02-15 19:16:00,2,41.93,4,2025-02-15,1,1,607,1.2
103099,2025-02-15 19:35:00,2,29.35,3,2025-02-15,1,1,607,1.2
103100,2025-02-15 19:51:00,3,49.26,5,2025-02-15,1,1,607,1.2
103101,2025-02-15 19:40:00,2,14.52,2,2025-02-15,1,1,607,1.2
103102,2025-02-15 19:00:00,2,18.26,3,2025-02-15,1,1,607,1.2
103103,2025-02-15 19:55:00,5,74.31,6,2025-02-15,1,1,607,1.2
103104,2025-02-15 19:45:00,2,29.28,3,2025-02-15,1,1,607,1.2
103105,2025-02-15 19:22:00,2,26.02,2,2025-02-15,1,1,607,1.2
103106,2025-02-15 19:37:00,2,37.86,3,2025-02-15,1,1,607,1.2
103107,2025-02-15 19:26:00,5,51.25,7,2025-02-15,1,1,607,1.2
103108,2025-02-15 19:45:00,3,44.41,5,2025-02-15,1,1,607,1.2
103109,2025-02-15 19:02:00,3,47.04,5,2025-02-15,1,1,607,1.2
103110,2025-02-15 19:13:00,5,40.42,7,2025-02-15,1,1,607,1.2
103111,2025-02-15 19:24:00,1,14.45,1,2025-02-15,1,1,607,1.2
103112,2025-02-15 19:12:00,3,54.73,5,2025-02-15,1,1,607,1.2
103113,2025-02-15 19:31:00,2,31.38,4,2025-02-15,1,1,607,1.2
103114,2025-02-15 19:56:00,2,46.58,3,2025-02-15,1,1,607,1.2
103115,2025-02-15 19:47:00,1,1.08,1,2025-02-15,1,1,607,1.2
103116,2025-02-15 19:47:00,2,26.54,3,2025-02-15,1,1,607,1.2
103117,2025-02-15 19:27:00,5,58.94,7,2025-02-15,1,1,607,1.2
103118,2025-02-15 19:38:00,5,44.42,5,2025-02-15,1,1,607,1.2
103119,2025-02-15 19:21:00,2,14.45,2,2025-02-15,1,1,607,1.2
103120,2025-02-15 19:11:00,6,61.19,6,2025-02-15,1,1,607,1.2
103121,2025-02-15 19:11:00,1,36.04,3,2025-02-15,1,1,607,1.2
103122,2025-02-15 19:29:00,4,44.64,4,2025-02-15,1,1,607,1.2
103123,2025-02-15 19:20:00,2,3.19,2,2025-02-15,1,1,607,1.2
103124,2025-02-15 19:19:00,2,22.09,2,2025-02-15,1,1,607,1.2
103125,2025-02-15 19:42:00,4,31.79,6,2025-02-15,1,1,607,1.2
103126,2025-02-15 19:56:00,2,32.18,3,2025-02-15,1,1,607,1.2
103127,2025-02-16 12:06:00,2,30.0,3,2025-02-16,0,0,0,99.0
103128,2025-02-16 12:22:00,4,80.45,6,2025-02-16,0,0,0,99.0
103129,2025-02-16 12:31:00,2,19.34,3,2025-02-16,0,0,0,99.0
103130,2025-02-16 12:34:00,1,25.3,3,2025-02-16,0,0,0,99.0
103131,2025-02-16 12:35:00,1,18.14,2,2025-02-16,0,0,0,99.0
103132,2025-02-16 12:54:00,5,81.42,7,2025-02-16,0,0,0,99.0
103133,2025-02-16 12:54:00,5,27.93,5,2025-02-16,0,0,0,99.0
103134,2025-02-16 12:30:00,3,32.94,3,2025-02-16,0,0,0,99.0
103135,2025-02-16 12:01:00,2,10.42,2,2025-02-16,0,0,0,99.0
103136,2025-02-16 19:06:00,1,15.85,3,2025-02-16,0,0,0,99.0
103137,2025-02-16 19:04:00,4,38.02,5,2025-02-16,0,0,0,99.0
103138,2025-02-16 19:25:00,5,36.25,5,2025-02-16,0,0,0,99.0
103139,2025-02-16 19:25:00,3,55.27,5,2025-02-16,0,0,0,99.0
103140,2025-02-16 19:32:00,2,28.08,3,2025-02-16,0,0,0,99.0
103141,2025-02-16 19:38:00,5,56.71,6,2025-02-16,0,0,0,99.0
103142,2025-02-16 19:01:00,2,33.56,4,2025-02-16,0,0,0,99.0
103143,2025-02-16 19:18:00,4,57.66,5,2025-02-16,0,0,0,99.0
103144,2025-02-16 19:55:00,5,71.75,7,2025-02-16,0,0,0,99.0
103145,2025-02-16 19:22:00,4,51.22,5,2025-02-16,0,0,0,99.0
103146,2025-02-16 19:14:00,2,24.57,2,2025-02-16,0,0,0,99.0
103147,2025-02-16 19:47:00,2,36.8,4,2025-02-16,0,0,0,99.0
103148,2025-02-16 19:58:00,3,41.33,4,2025-02-16,0,0,0,99.0
103149,2025-02-16 19:27:00,3,32.39,3,2025-02-16,0,0,0,99.0
103150,2025-02-16 19:11:00,4,37.72,4,2025-02-16,0,0,0,99.0
103151,2025-02-16 19:28:00,2,22.5,2,2025-02-16,0,0,0,99.0
103152,2025-02-16 19:23:00,1,24.26,2,2025-02-16,0,0,0,99.0
103153,2025-02-16 19:39:00,5,54.96,5,2025-02-16,0,0,0,99.0
103154,2025-02-16 19:07:00,2,36.38,4,2025-02-16,0,0,0,99.0
103155,2025-02-16 19:19:00,2,6.48,2,2025-02-16,0,0,0,99.0
103156,2025-02-16 19:15:00,2,25.35,3,2025-02-16,0,0,0,99.0
103157,2025-02-16 19:36:00,2,26.02,3,2025-02-16,0,0,0,99.0
103158,2025-02-17 12:48:00,4,46.59,4,2025-02-17,0,0,0,99.0
103159,2025-02-17 12:25:00,2,29.65,4,2025-02-17,0,0,0,99.0
103160,2025-02-17 12:46:00,2,23.52,2,2025-02-17,0,0,0,99.0
103161,2025-02-17 12:53:00,3,28.12,4,2025-02-17,0,0,0,99.0
103162,2025-02-17 12:41:00,2,39.82,4,2025-02-17,0,0,0,99.0
103163,2025-02-17 12:21:00,3,15.02,4,2025-02-17,0,0,0,99.0
103164,2025-02-17 12:40:00,1,0.0,2,2025-02-17,0,0,0,99.0
103165,2025-02-17 12:02:00,2,17.7,2,2025-02-17,0,0,0,99.0
103166,2025-02-17 12:10:00,2,28.07,4,2025-02-17,0,0,0,99.0
103167,2025-02-17 12:27:00,2,24.42,4,2025-02-17,0,0,0,99.0
103168,2025-02-17 12:11:00,2,15.48,2,2025-02-17,0,0,0,99.0
103169,2025-02-17 12:30:00,8,81.81,9,2025-02-17,0,0,0,99.0
103170,2025-02-17 12:51:00,2,37.86,3,2025-02-17,0,0,0,99.0
103171,2025-02-17 12:05:00,4,35.37,5,2025-02-17,0,0,0,99.0
103172,2025-02-17 12:34:00,5,34.58,7,2025-02-17,0,0,0,99.0
103173,2025-02-17 12:18:00,3,48.99,5,2025-02-17,0,0,0,99.0
103174,2025-02-17 12:04:00,2,37.84,4,2025-02-17,0,0,0,99.0
103175,2025-02-17 12:48:00,2,48.97,4,2025-02-17,0,0,0,99.0
103176,2025-02-17 19:34:00,4,14.75,4,2025-02-17,0,0,0,99.0
103177,2025-02-17 19:37:00,5,28.2,5,2025-02-17,0,0,0,99.0
103178,2025-02-17 19:22:00,3,14.2,3,2025-02-17,0,0,0,99.0
103179,2025-02-17 19:04:00,3,35.09,4,2025-02-17,0,0,0,99.0
103180,2025-02-17 19:25:00,4,51.15,5,2025-02-17,0,0,0,99.0
103181,2025-02-17 19:01:00,2,24.45,2,2025-02-17,0,0,0,99.0
103182,2025-02-17 19:45:00,2,26.2,2,2025-02-17,0,0,0,99.0
103183,2025-02-17 19:33:00,4,25.37,5,2025-02-17,0,0,0,99.0
103184,2025-02-17 19:06:00,2,17.66,2,2025-02-17,0,0,0,99.0
103185,2025-02-17 19:40:00,1,22.6,3,2025-02-17,0,0,0,99.0
103186,2025-02-17 19:36:00,3,37.18,3,2025-02-17,0,0,0,99.0
103187,2025-02-17 19:06:00,3,6.37,4,2025-02-17,0,0,0,99.0
103188,2025-02-17 19:23:00,5,76.54,7,2025-02-17,0,0,0,99.0
103189,2025-02-17 19:01:00,3,46.96,5,2025-02-17,0,0,0,99.0
103190,2025-02-17 19:15:00,2,16.38,2,2025-02-17,0,0,0,99.0
103191,2025-02-17 19:55:00,3,50.17,4,2025-02-17,0,0,0,99.0
103192,2025-02-17 19:30:00,1,6.3,2,2025-02-17,0,0,0,99.0
103193,2025-02-17 19:24:00,4,42.52,5,2025-02-17,0,0,0,99.0
103194,2025-02-17 19:59:00,5,54.47,7,2025-02-17,0,0,0,99.0
103195,2025-02-17 19:55:00,4,48.35,6,2025-02-17,0,0,0,99.0
103196,2025-02-17 19:29:00,4,49.45,6,2025-02-17,0,0,0,99.0
103197,2025-02-17 19:03:00,1,3.78,1,2025-02-17,0,0,0,99.0
103198,2025-02-17 19:55:00,5,47.99,7,2025-02-17,0,0,0,99.0
103199,2025-02-17 19:23:00,3,51.31,5,2025-02-17,0,0,0,99.0
103200,2025-02-17 19:08:00,2,14.48,2,2025-02-17,0,0,0,99.0
103201,2025-02-17 19:28:00,4,47.51,4,2025-02-17,0,0,0,99.0
103202,2025-02-17 19:23:00,5,80.14,7,2025-02-17,0,0,0,99.0
103203,2025-02-17 19:55:00,4,29.96,4,2025-02-17,0,0,0,99.0
103204,2025-02-17 19:03:00,1,40.28,3,2025-02-17,0,0,0,99.0
103205,2025-02-17 19:52:00,3,17.62,3,2025-02-17,0,0,0,99.0
103206,2025-02-17 19:00:00,5,86.46,7,2025-02-17,0,0,0,99.0
103207,2025-02-17 19:32:00,2,24.47,3,2025-02-17,0,0,0,99.0
103208,2025-02-17 19:29:00,3,54.46,4,2025-02-17,0,0,0,99.0
103209,2025-02-17 19:50:00,5,71.74,6,2025-02-17,0,0,0,99.0
103210,2025-02-17 19:31:00,4,44.09,5,2025-02-17,0,0,0,99.0
103211,2025-02-17 19:49:00,3,30.12,4,2025-02-17,0,0,0,99.0
103212,2025-02-17 19:32:00,1,10.75,3,2025-02-17,0,0,0,99.0
103213,2025-02-17 19:29:00,2,26.15,3,2025-02-17,0,0,0,99.0
103214,2025-02-17 19:23:00,2,30.3,2,2025-02-17,0,0,0,99.0
103215,2025-02-17 19:27:00,4,49.53,5,2025-02-17,0,0,0,99.0
103216,2025-02-17 19:11:00,4,25.45,4,2025-02-17,0,0,0,99.0
103217,2025-02-17 19:27:00,5,43.95,6,2025-02-17,0,0,0,99.0
103218,2025-02-20 12:43:00,1,16.27,1,2025-02-20,0,0,0,99.0
103219,2025-02-20 12:19:00,2,14.86,2,2025-02-20,0,0,0,99.0
103220,2025-02-20 12:43:00,4,25.5,6,2025-02-20,0,0,0,99.0
103221,2025-02-20 12:26:00,2,39.28,3,2025-02-20,0,0,0,99.0
103222,2025-02-20 12:33:00,5,51.38,7,2025-02-20,0,0,0,99.0
103223,2025-02-20 12:59:00,2,34.44,3,2025-02-20,0,0,0,99.0
103224,2025-02-20 19:12:00,4,34.6,5,2025-02-20,0,0,0,99.0
103225,2025-02-20 19:10:00,3,49.4,5,2025-02-20,0,0,0,99.0
103226,2025-02-20 19:50:00,4,58.76,6,2025-02-20,0,0,0,99.0
103227,2025-02-20 19:30:00,1,21.99,2,2025-02-20,0,0,0,99.0
103228,2025-02-20 19:15:00,2,20.55,3,2025-02-20,0,0,0,99.0
103229,2025-02-20 19:51:00,2,21.84,2,2025-02-20,0,0,0,99.0
103230,2025-02-20 19:40:00,2,10.42,2,2025-02-20,0,0,0,99.0
103231,2025-02-20 19:21:00,5,65.29,7,2025-02-20,0,0,0,99.0
103232,2025-02-20 19:18:00,4,46.61,4,2025-02-20,0,0,0,99.0
103233,2025-02-20 19:58:00,2,3.78,2,2025-02-20,0,0,0,99.0
103234,2025-02-20 19:42:00,3,32.14,3,2025-02-20,0,0,0,99.0
103235,2025-02-20 19:23:00,3,36.36,5,2025-02-20,0,0,0,99.0
103236,2025-02-20 19:30:00,1,3.24,1,2025-02-20,0,0,0,99.0
103237,2025-02-20 19:56:00,3,67.54,5,2025-02-20,0,0,0,99.0
103238,2025-02-20 19:54:00,2,26.54,3,2025-02-20,0,0,0,99.0
103239,2025-02-20 19:00:00,2,42.54,3,2025-02-20,0,0,0,99.0
103240,2025-02-21 12:09:00,3,48.93,5,2025-02-21,1,1,670,1.2
103241,2025-02-21 12:01:00,4,34.36,4,2025-02-21,1,1,670,1.2
103242,2025-02-21 12:43:00,2,29.24,2,2025-02-21,1,1,670,1.2
103243,2025-02-21 12:27:00,4,39.94,6,2025-02-21,1,1,670,1.2
103244,2025-02-21 12:16:00,3,67.45,5,2025-02-21,1,1,670,1.2
103245,2025-02-21 12:33:00,5,24.63,7,2025-02-21,1,1,670,1.2
103246,2025-02-21 12:40:00,2,19.84,2,2025-02-21,1,1,670,1.2
103247,2025-02-21 12:07:00,2,18.3,2,2025-02-21,1,1,670,1.2
103248,2025-02-21 12:57:00,2,18.72,3,2025-02-21,1,1,670,1.2
103249,2025-02-21 12:58:00,2,13.45,3,2025-02-21,1,1,670,1.2
103250,2025-02-21 12:23:00,5,48.27,5,2025-02-21,1,1,670,1.2
103251,2025-02-21 12:22:00,1,23.53,3,2025-02-21,1,1,670,1.2
103252,2025-02-21 12:03:00,4,61.98,5,2025-02-21,1,1,670,1.2
103253,2025-02-21 12:37:00,2,26.54,4,2025-02-21,1,1,670,1.2
103254,2025-02-21 12:47:00,2,27.41,3,2025-02-21,1,1,670,1.2
103255,2025-02-21 12:00:00,2,37.65,4,2025-02-21,1,1,670,1.2
103256,2025-02-21 12:36:00,1,18.43,2,2025-02-21,1,1,670,1.2
103257,2025-02-21 12:19:00,4,48.59,5,2025-02-21,1,1,670,1.2
103258,2025-02-21 12:25:00,2,45.33,4,2025-02-21,1,1,670,1.2
103259,2025-02-21 12:03:00,4,27.45,4,2025-02-21,1,1,670,1.2
103260,2025-02-21 12:03:00,5,27.12,5,2025-02-21,1,1,670,1.2
103261,2025-02-21 12:58:00,1,14.45,1,2025-02-21,1,1,670,1.2
103262,2025-02-21 12:10:00,5,67.07,7,2025-02-21,1,1,670,1.2
103263,2025-02-21 12:48:00,3,47.8,5,2025-02-21,1,1,670,1.2
103264,2025-02-21 12:32:00,1,18.67,2,2025-02-21,1,1,670,1.2
103265,2025-02-21 19:33:00,3,48.93,4,2025-02-21,1,1,670,1.2
103266,2025-02-21 19:56:00,5,68.05,7,2025-02-21,1,1,670,1.2
103267,2025-02-21 19:38:00,4,21.93,5,2025-02-21,1,1,670,1.2
103268,2025-02-21 19:22:00,3,35.84,4,2025-02-21,1,1,670,1.2
103269,2025-02-21 19:28:00,3,18.26,3,2025-02-21,1,1,670,1.2
103270,2025-02-21 19:12:00,5,37.68,6,2025-02-21,1,1,670,1.2
103271,2025-02-21 19:36:00,2,32.0,3,2025-02-21,1,1,670,1.2
103272,2025-02-21 19:09:00,2,44.64,4,2025-02-21,1,1,670,1.2
103273,2025-02-21 19:26:00,1,6.3,2,2025-02-21,1,1,670,1.2
103274,2025-02-21 19:31:00,5,58.94,5,2025-02-21,1,1,670,1.2
103275,2025-02-21 19:04:00,1,34.29,3,2025-02-21,1,1,670,1.2
103276,2025-02-21 19:20:00,2,20.89,4,2025-02-21,1,1,670,1.2
103277,2025-02-21 19:09:00,1,40.67,3,2025-02-21,1,1,670,1.2
103278,2025-02-21 19:08:00,3,31.1,3,2025-02-21,1,1,670,1.2
103279,2025-02-21 19:36:00,3,51.38,5,2025-02-21,1,1,670,1.2
103280,2025-02-21 19:22:00,3,52.65,4,2025-02-21,1,1,670,1.2
103281,2025-02-21 19:57:00,2,46.63,4,2025-02-21,1,1,670,1.2
103282,2025-02-21 19:10:00,5,57.89,5,2025-02-21,1,1,670,1.2
103283,2025-02-21 19:27:00,2,11.57,3,2025-02-21,1,1,670,1.2
103284,2025-02-21 19:00:00,6,102.2,8,2025-02-21,1,1,670,1.2
103285,2025-02-21 19:08:00,1,36.5,3,2025-02-21,1,1,670,1.2
103286,2025-02-21 19:04:00,1,17.7,3,2025-02-21,1,1,670,1.2
103287,2025-02-21 19:06:00,3,28.07,4,2025-02-21,1,1,670,1.2
103288,2025-02-21 19:38:00,4,76.87,6,2025-02-21,1,1,670,1.2
103289,2025-02-21 19:15:00,4,30.74,5,2025-02-21,1,1,670,1.2
103290,2025-02-21 19:02:00,4,39.34,4,2025-02-21,1,1,670,1.2
103291,2025-02-21 19:53:00,2,25.53,4,2025-02-21,1,1,670,1.2
103292,2025-02-21 19:47:00,4,60.16,5,2025-02-21,1,1,670,1.2
103293,2025-02-21 19:36:00,3,40.26,4,2025-02-21,1,1,670,1.2
103294,2025-02-21 19:06:00,1,0.0,1,2025-02-21,1,1,670,1.2
103295,2025-02-21 19:07:00,2,28.69,4,2025-02-21,1,1,670,1.2
103296,2025-02-21 19:12:00,2,30.75,2,2025-02-21,1,1,670,1.2
103297,2025-02-21 19:18:00,1,8.3,3,2025-02-21,1,1,670,1.2
103298,2025-02-21 19:34:00,2,18.26,2,2025-02-21,1,1,670,1.2
103299,2025-02-21 19:17:00,4,45.66,5,2025-02-21,1,1,670,1.2
103300,2025-02-21 19:24:00,3,39.57,4,2025-02-21,1,1,670,1.2
103301,2025-02-21 19:34:00,1,22.09,2,2025-02-21,1,1,670,1.2
103302,2025-02-21 19:42:00,5,37.55,7,2025-02-21,1,1,670,1.2
103303,2025-02-21 19:24:00,2,33.18,3,2025-02-21,1,1,670,1.2
103304,2025-02-21 19:41:00,3,36.21,3,2025-02-21,1,1,670,1.2
103305,2025-02-21 19:09:00,2,44.74,4,2025-02-21,1,1,670,1.2
103306,2025-02-21 19:09:00,2,30.79,2,2025-02-21,1,1,670,1.2
103307,2025-02-21 19:14:00,2,6.46,2,2025-02-21,1,1,670,1.2
103308,2025-02-21 19:35:00,4,49.43,4,2025-02-21,1,1,670,1.2
103309,2025-02-21 19:58:00,1,26.13,2,2025-02-21,1,1,670,1.2
103310,2025-02-21 19:52:00,3,45.46,5,2025-02-21,1,1,670,1.2
103311,2025-02-21 19:56:00,2,31.13,3,2025-02-21,1,1,670,1.2
103312,2025-02-21 19:10:00,2,38.99,4,2025-02-21,1,1,670,1.2
103313,2025-02-21 19:56:00,3,42.94,5,2025-02-21,1,1,670,1.2
103314,2025-02-21 19:27:00,6,72.52,7,2025-02-21,1,1,670,1.2
103315,2025-02-21 19:02:00,2,29.95,3,2025-02-21,1,1,670,1.2
103316,2025-02-21 19:07:00,3,7.71,4,2025-02-21,1,1,670,1.2
103317,2025-02-21 19:36:00,3,20.54,3,2025-02-21,1,1,670,1.2
103318,2025-02-21 19:23:00,3,24.75,3,2025-02-21,1,1,670,1.2
103319,2025-02-21 19:52:00,1,16.27,2,2025-02-21,1,1,670,1.2
103320,2025-02-21 19:29:00,2,46.57,4,2025-02-21,1,1,670,1.2
103321,2025-02-21 19:26:00,2,20.82,2,2025-02-21,1,1,670,1.2
103322,2025-02-21 19:56:00,4,16.71,4,2025-02-21,1,1,670,1.2
103323,2025-02-21 19:05:00,2,7.71,2,2025-02-21,1,1,670,1.2
103324,2025-02-22 12:10:00,4,50.0,6,2025-02-22,1,1,8265,0.4
103325,2025-02-22 12:49:00,2,48.0,4,2025-02-22,1,1,8265,0.4
103326,2025-02-22 12:28:00,2,19.26,2,2025-02-22,1,1,8265,0.4
103327,2025-02-22 12:58:00,2,11.16,3,2025-02-22,1,1,8265,0.4
103328,2025-02-22 12:24:00,5,53.13,6,2025-02-22,1,1,8265,0.4
103329,2025-02-22 12:33:00,2,40.86,3,2025-02-22,1,1,8265,0.4
103330,2025-02-22 12:46:00,4,21.82,4,2025-02-22,1,1,8265,0.4
103331,2025-02-22 12:46:00,5,48.77,6,2025-02-22,1,1,8265,0.4
103332,2025-02-22 12:45:00,3,39.2,3,2025-02-22,1,1,8265,0.4
103333,2025-02-22 12:04:00,2,14.48,2,2025-02-22,1,1,8265,0.4
103334,2025-02-22 12:16:00,2,20.89,4,2025-02-22,1,1,8265,0.4
103335,2025-02-22 12:25:00,1,5.4,2,2025-02-22,1,1,8265,0.4
103336,2025-02-22 12:41:00,3,37.22,5,2025-02-22,1,1,8265,0.4
103337,2025-02-22 12:05:00,2,27.99,2,2025-02-22,1,1,8265,0.4
103338,2025-02-22 12:31:00,6,76.18,8,2025-02-22,1,1,8265,0.4
103339,2025-02-22 12:34:00,4,15.48,4,2025-02-22,1,1,8265,0.4
103340,2025-02-22 12:15:00,1,17.63,2,2025-02-22,1,1,8265,0.4
103341,2025-02-22 12:49:00,5,79.95,7,2025-02-22,1,1,8265,0.4
103342,2025-02-22 12:56:00,4,40.28,5,2025-02-22,1,1,8265,0.4
103343,2025-02-22 12:06:00,4,28.08,4,2025-02-22,1,1,8265,0.4
103344,2025-02-22 12:44:00,2,24.24,4,2025-02-22,1,1,8265,0.4
103345,2025-02-22 12:19:00,3,11.57,3,2025-02-22,1,1,8265,0.4
103346,2025-02-22 12:31:00,1,30.79,2,2025-02-22,1,1,8265,0.4
103347,2025-02-22 12:36:00,2,51.07,4,2025-02-22,1,1,8265,0.4
103348,2025-02-22 19:57:00,3,36.29,4,2025-02-22,1,1,8265,0.4
103349,2025-02-22 19:24:00,8,90.67,10,2025-02-22,1,1,8265,0.4
103350,2025-02-22 19:05:00,5,39.82,5,2025-02-22,1,1,8265,0.4
103351,2025-02-22 19:26:00,2,32.7,2,2025-02-22,1,1,8265,0.4
103352,2025-02-22 19:09:00,1,26.06,3,2025-02-22,1,1,8265,0.4
103353,2025-02-22 19:36:00,6,69.75,7,2025-02-22,1,1,8265,0.4
103354,2025-02-22 19:00:00,3,38.24,5,2025-02-22,1,1,8265,0.4
103355,2025-02-22 19:11:00,3,37.58,4,2025-02-22,1,1,8265,0.4
103356,2025-02-22 19:18:00,1,14.48,1,2025-02-22,1,1,8265,0.4
103357,2025-02-22 19:26:00,8,125.3,10,2025-02-22,1,1,8265,0.4
103358,2025-02-22 19:40:00,1,38.71,3,2025-02-22,1,1,8265,0.4
103359,2025-02-22 19:21:00,2,50.73,4,2025-02-22,1,1,8265,0.4
103360,2025-02-22 19:00:00,4,28.9,5,2025-02-22,1,1,8265,0.4
103361,2025-02-22 19:12:00,2,48.14,4,2025-02-22,1,1,8265,0.4
103362,2025-02-22 19:01:00,4,31.54,6,2025-02-22,1,1,8265,0.4
103363,2025-02-22 19:32:00,3,31.13,5,2025-02-22,1,1,8265,0.4
103364,2025-02-22 19:24:00,2,15.22,4,2025-02-22,1,1,8265,0.4
103365,2025-02-22 19:47:00,4,43.69,4,2025-02-22,1,1,8265,0.4
103366,2025-02-22 19:16:00,3,30.96,3,2025-02-22,1,1,8265,0.4
103367,2025-02-22 19:29:00,3,9.48,3,2025-02-22,1,1,8265,0.4
103368,2025-02-22 19:07:00,2,20.82,3,2025-02-22,1,1,8265,0.4
103369,2025-02-22 19:16:00,2,31.64,4,2025-02-22,1,1,8265,0.4
103370,2025-02-22 19:09:00,2,21.59,3,2025-02-22,1,1,8265,0.4
103371,2025-02-22 19:44:00,3,6.46,3,2025-02-22,1,1,8265,0.4
103372,2025-02-22 19:56:00,4,36.54,4,2025-02-22,1,1,8265,0.4
103373,2025-02-22 19:07:00,2,31.17,2,2025-02-22,1,1,8265,0.4
103374,2025-02-22 19:31:00,3,38.05,3,2025-02-22,1,1,8265,0.4
103375,2025-02-22 19:51:00,4,49.96,4,2025-02-22,1,1,8265,0.4
103376,2025-02-22 19:20:00,5,45.74,6,2025-02-22,1,1,8265,0.4
103377,2025-02-22 19:00:00,6,106.63,8,2025-02-22,1,1,8265,0.4
103378,2025-02-22 19:13:00,2,16.11,4,2025-02-22,1,1,8265,0.4
103379,2025-02-22 19:57:00,6,75.62,8,2025-02-22,1,1,8265,0.4
103380,2025-02-22 19:55:00,5,63.95,7,2025-02-22,1,1,8265,0.4
103381,2025-02-22 19:55:00,8,62.08,8,2025-02-22,1,1,8265,0.4
103382,2025-02-22 19:56:00,2,24.89,2,2025-02-22,1,1,8265,0.4
103383,2025-02-22 19:59:00,2,28.19,3,2025-02-22,1,1,8265,0.4
103384,2025-02-22 19:53:00,5,71.85,7,2025-02-22,1,1,8265,0.4
103385,2025-02-22 19:05:00,1,19.84,2,2025-02-22,1,1,8265,0.4
103386,2025-02-22 19:51:00,2,26.31,2,2025-02-22,1,1,8265,0.4
103387,2025-02-22 19:10:00,2,45.74,4,2025-02-22,1,1,8265,0.4
103388,2025-02-22 19:18:00,5,23.03,5,2025-02-22,1,1,8265,0.4
103389,2025-02-22 19:25:00,4,60.22,5,2025-02-22,1,1,8265,0.4
