order_id,order_timestamp,party_size,order_total,item_count
103337,2025-02-22 12:05:00,2,27.99,2
103338,2025-02-22 12:31:00,6,76.18,8
103339,2025-02-22 12:34:00,4,15.48,4
103340,2025-02-22 12:15:00,1,17.63,2
103341,2025-02-22 12:49:00,5,79.95,7
103342,2025-02-22 12:56:00,4,40.28,5
103343,2025-02-22 12:06:00,4,28.08,4
103344,2025-02-22 12:44:00,2,24.24,4
103345,2025-02-22 12:19:00,3,11.57,3
103346,2025-02-22 12:31:00,1,30.79,2
103347,2025-02-22 12:36:00,2,51.07,4
103348,2025-02-22 19:57:00,3,36.29,4
103349,2025-02-22 19:24:00,8,90.67,10
103350,2025-02-22 19:05:00,5,39.82,5
103351,2025-02-22 19:26:00,2,32.7,2
103352,2025-02-22 19:09:00,1,26.06,3
103353,2025-02-22 19:36:00,6,69.75,7
103354,2025-02-22 19:00:00,3,38.24,5
103355,2025-02-22 19:11:00,3,37.58,4
103356,2025-02-22 19:18:00,1,14.48,1
103357,2025-02-22 19:26:00,8,125.3,10
103358,2025-02-22 19:40:00,1,38.71,3
103359,2025-02-22 19:21:00,2,50.73,4
103360,2025-02-22 19:00:00,4,28.9,5
103361,2025-02-22 19:12:00,2,48.14,4
103362,2025-02-22 19:01:00,4,31.54,6
103363,2025-02-22 19:32:00,3,31.13,5
103364,2025-02-22 19:24:00,2,15.22,4
103365,2025-02-22 19:47:00,4,43.69,4
103366,2025-02-22 19:16:00,3,30.96,3
103367,2025-02-22 19:29:00,3,9.48,3
103368,2025-02-22 19:07:00,2,20.82,3
103369,2025-02-22 19:16:00,2,31.64,4
103370,2025-02-22 19:09:00,2,21.59,3
103371,2025-02-22 19:44:00,3,6.46,3
103372,2025-02-22 19:56:00,4,36.54,4
103373,2025-02-22 19:07:00,2,31.17,2
103374,2025-02-22 19:31:00,3,38.05,3
103375,2025-02-22 19:51:00,4,49.96,4
103376,2025-02-22 19:20:00,5,45.74,6
103377,2025-02-22 19:00:00,6,106.63,8
103378,2025-02-22 19:13:00,2,16.11,4
103379,2025-02-22 19:57:00,6,75.62,8
103380,2025-02-22 19:55:00,5,63.95,7
103381,2025-02-22 19:55:00,8,62.08,8
103382,2025-02-22 19:56:00,2,24.89,2
103383,2025-02-22 19:59:00,2,28.19,3
103384,2025-02-22 19:53:00,5,71.85,7
103385,2025-02-22 19:05:00,1,19.84,2
103386,2025-02-22 19:51:00,2,26.31,2
103387,2025-02-22 19:10:00,2,45.74,4
103388,2025-02-22 19:18:00,5,23.03,5
103389,2025-02-22 19:25:00,4,60.22,5
103390,2025-02-22 19:31:00,2,13.6,2
103391,2025-02-22 19:58:00,4,41.94,4
103392,2025-02-22 19:27:00,3,11.91,3
103393,2025-02-22 19:38:00,1,0.0,1
103394,2025-02-22 19:01:00,4,41.78,6
103395,2025-02-22 19:02:00,2,35.93,4
103396,2025-02-22 19:19:00,5,56.24,6
103397,2025-02-22 19:46:00,1,40.6,3
103398,2025-02-22 19:49:00,2,38.91,4
103399,2025-02-22 19:23:00,2,42.58,3
103400,2025-02-22 19:06:00,2,48.38,4
103401,2025-02-22 19:26:00,2,23.74,2
103402,2025-02-22 19:15:00,4,36.0,4
103403,2025-02-22 19:23:00,2,27.14,2
103404,2025-02-22 19:31:00,5,56.2,5
103405,2025-02-23 12:06:00,3,43.43,3
103406,2025-02-23 12:25:00,2,20.98,3
103407,2025-02-23 12:10:00,4,48.49,6
103408,2025-02-23 12:21:00,6,78.17,8
103409,2025-02-23 12:02:00,2,43.4,4
103410,2025-02-23 12:31:00,2,35.41,4
103411,2025-02-23 12:21:00,2,49.31,4
103412,2025-02-23 12:06:00,2,18.96,3
103413,2025-02-23 12:06:00,4,25.97,5
103414,2025-02-23 12:55:00,2,28.52,2
103415,2025-02-23 19:59:00,4,63.07,6
103416,2025-02-23 19:04:00,5,31.52,5
103417,2025-02-23 19:48:00,2,20.41,3
103418,2025-02-23 19:44:00,3,21.75,3
103419,2025-02-23 19:38:00,3,12.74,4
103420,2025-02-23 19:07:00,3,52.98,5
103421,2025-02-23 19:50:00,2,23.17,3
103422,2025-02-23 19:22:00,2,29.0,3
103423,2025-02-23 19:53:00,1,7.51,3
103424,2025-02-23 19:43:00,2,45.58,3
103425,2025-02-23 19:14:00,5,55.84,6
103426,2025-02-23 19:32:00,3,35.31,5
103427,2025-02-23 19:39:00,2,10.42,2
103428,2025-02-23 19:58:00,4,48.4,5
103429,2025-02-23 19:24:00,2,15.48,2
103430,2025-02-23 19:02:00,3,40.4,5
103431,2025-02-23 19:11:00,6,93.73,8
103432,2025-02-23 19:01:00,2,17.7,2
103433,2025-02-23 19:04:00,5,48.58,6
103434,2025-02-23 19:30:00,1,14.52,1
103435,2025-02-23 19:05:00,4,31.59,5
103436,2025-02-23 19:50:00,4,48.84,6
103437,2025-02-23 19:16:00,3,36.88,5
103438,2025-02-24 12:55:00,2,18.26,2
103439,2025-02-24 12:02:00,3,32.11,3
103440,2025-02-24 12:20:00,4,51.29,5
103441,2025-02-24 12:10:00,4,38.64,5
103442,2025-02-24 12:25:00,1,19.18,2
103443,2025-02-24 12:51:00,5,51.91,5
103444,2025-02-24 12:08:00,3,38.71,3
103445,2025-02-24 12:31:00,2,25.9,2
103446,2025-02-24 12:35:00,3,24.68,3
103447,2025-02-24 12:30:00,2,44.57,4
103448,2025-02-24 12:39:00,3,18.64,3
103449,2025-02-24 12:50:00,4,24.71,4
103450,2025-02-24 12:12:00,5,48.17,6
103451,2025-02-24 12:12:00,2,21.31,4
103452,2025-02-24 12:07:00,4,13.34,4
103453,2025-02-24 12:07:00,3,29.38,3
103454,2025-02-24 12:45:00,5,77.79,7
103455,2025-02-24 12:40:00,8,99.89,9
103456,2025-02-24 12:51:00,2,17.7,2
103457,2025-02-24 12:28:00,2,31.1,2
103458,2025-02-24 12:09:00,1,29.96,2
103459,2025-02-24 12:18:00,4,63.88,5
103460,2025-02-24 12:19:00,6,83.67,8
103461,2025-02-24 12:55:00,1,36.49,3
103462,2025-02-24 12:16:00,4,58.81,6
103463,2025-02-24 12:58:00,3,47.8,5
103464,2025-02-24 12:29:00,2,43.98,4
103465,2025-02-24 12:10:00,2,3.19,2
103466,2025-02-24 19:39:00,8,95.84,9
103467,2025-02-24 19:41:00,3,16.74,3
103468,2025-02-24 19:40:00,4,30.31,4
103469,2025-02-24 19:35:00,1,9.65,2
103470,2025-02-24 19:25:00,3,44.0,4
103471,2025-02-24 19:15:00,3,31.73,5
103472,2025-02-24 19:01:00,3,56.34,4
103473,2025-02-24 19:13:00,2,41.33,4
103474,2025-02-24 19:47:00,6,46.04,7
103475,2025-02-24 19:12:00,2,17.66,2
103476,2025-02-24 19:31:00,4,48.81,4
103477,2025-02-24 19:12:00,2,18.67,2
103478,2025-02-24 19:14:00,2,41.79,4
103479,2025-02-24 19:18:00,4,39.87,6
103480,2025-02-24 19:51:00,5,63.46,7
103481,2025-02-24 19:16:00,2,30.51,3
103482,2025-02-24 19:07:00,4,25.09,5
103483,2025-02-24 19:04:00,4,52.06,6
103484,2025-02-24 19:47:00,4,31.27,4
103485,2025-02-24 19:28:00,2,39.3,4
103486,2025-02-24 19:34:00,8,111.77,10
103487,2025-02-24 19:07:00,4,51.01,6
103488,2025-02-24 19:55:00,2,40.62,3
103489,2025-02-24 19:24:00,3,33.13,3
103490,2025-02-24 19:56:00,6,58.44,6
103491,2025-02-24 19:28:00,5,76.56,7
103492,2025-02-24 19:59:00,1,16.2,2
103493,2025-02-24 19:11:00,6,56.99,8
103494,2025-02-24 19:18:00,2,24.46,3
103495,2025-02-24 19:29:00,5,27.22,5
103496,2025-02-24 19:22:00,1,16.27,1
103497,2025-02-24 19:11:00,2,30.77,4
103498,2025-02-24 19:25:00,5,59.09,6
103499,2025-02-24 19:55:00,2,28.9,4
103500,2025-02-24 19:33:00,1,16.27,1
103501,2025-02-24 19:36:00,2,23.32,4
103502,2025-02-24 19:58:00,1,6.37,2
103503,2025-02-24 19:21:00,2,10.23,3
103504,2025-02-24 19:49:00,4,41.04,5
103505,2025-02-24 19:16:00,1,24.42,3
103506,2025-02-24 19:12:00,1,24.94,2
103507,2025-02-24 19:06:00,4,42.3,5
103508,2025-02-24 19:18:00,2,43.76,3
103509,2025-02-24 19:28:00,6,55.19,7
103510,2025-02-24 19:20:00,4,44.4,6
103511,2025-02-24 19:23:00,2,24.02,3
103512,2025-02-24 19:00:00,4,50.28,5
103513,2025-02-24 19:28:00,4,37.29,4
103514,2025-02-24 19:06:00,3,27.73,5
103515,2025-02-24 19:22:00,4,46.62,4
103516,2025-02-24 19:24:00,2,41.14,4
103517,2025-02-24 19:24:00,4,38.51,4
103518,2025-02-24 19:04:00,3,46.34,5
103519,2025-02-24 19:00:00,2,39.84,4
103520,2025-02-24 19:41:00,3,48.15,5
103521,2025-02-24 19:17:00,2,49.1,4
103522,2025-02-24 19:45:00,5,78.71,6
103523,2025-02-24 19:17:00,4,56.11,6
103524,2025-02-24 19:30:00,2,16.09,2
103525,2025-02-24 19:32:00,2,25.28,3
103526,2025-02-24 19:39:00,2,15.11,2
103527,2025-02-24 19:35:00,3,36.03,3
103528,2025-02-24 19:42:00,5,43.75,5
103529,2025-02-24 19:31:00,3,48.83,4
103530,2025-02-24 19:26:00,3,56.2,5
103531,2025-02-24 19:27:00,2,17.07,2
103532,2025-02-25 12:50:00,1,23.27,3
103533,2025-02-25 12:44:00,1,25.04,3
103534,2025-02-25 12:38:00,4,42.24,6
103535,2025-02-25 12:42:00,3,28.08,3
103536,2025-02-25 12:51:00,2,14.48,2
103537,2025-02-25 12:05:00,5,28.3,5
103538,2025-02-25 12:53:00,4,65.34,6
103539,2025-02-25 12:38:00,1,14.48,2
103540,2025-02-25 12:02:00,2,26.98,3
103541,2025-02-25 12:44:00,2,43.06,4
103542,2025-02-25 12:57:00,1,15.48,2
103543,2025-02-25 12:08:00,5,50.06,5
103544,2025-02-25 12:50:00,3,41.66,5
103545,2025-02-25 12:33:00,3,44.9,4
103546,2025-02-25 12:33:00,2,40.64,3
103547,2025-02-25 12:12:00,2,35.31,3
103548,2025-02-25 12:02:00,2,44.22,4
103549,2025-02-25 12:08:00,5,44.72,5
103550,2025-02-25 12:18:00,1,22.5,3
103551,2025-02-25 12:31:00,4,44.04,6
103552,2025-02-25 12:29:00,3,37.12,4
103553,2025-02-25 12:53:00,3,52.39,4
103554,2025-02-25 12:45:00,5,45.87,5
103555,2025-02-25 12:44:00,3,40.37,5
103556,2025-02-25 12:34:00,5,61.47,6
103557,2025-02-25 12:18:00,3,14.92,3
103558,2025-02-25 12:31:00,6,43.62,8
103559,2025-02-25 12:12:00,5,48.86,5
103560,2025-02-25 12:41:00,3,34.16,3
103561,2025-02-25 12:54:00,4,47.96,5
103562,2025-02-25 12:43:00,2,38.5,4
103563,2025-02-25 12:34:00,1,42.85,3
103564,2025-02-25 12:45:00,2,28.97,2
103565,2025-02-25 19:52:00,2,26.15,2
103566,2025-02-25 19:44:00,1,16.65,2
103567,2025-02-25 19:55:00,3,20.85,3
103568,2025-02-25 19:38:00,3,41.68,4
103569,2025-02-25 19:14:00,3,33.71,3
103570,2025-02-25 19:47:00,2,17.66,3
103571,2025-02-25 19:35:00,2,55.64,4
103572,2025-02-25 19:41:00,1,28.12,3
103573,2025-02-25 19:22:00,2,26.39,2
103574,2025-02-25 19:50:00,5,34.7,5
103575,2025-02-25 19:05:00,2,16.88,2
103576,2025-02-25 19:23:00,2,34.56,4
103577,2025-02-25 19:38:00,2,41.12,4
103578,2025-02-25 19:05:00,2,25.55,3
103579,2025-02-25 19:05:00,2,34.42,3
103580,2025-02-25 19:38:00,4,47.49,6
103581,2025-02-25 19:11:00,4,46.56,4
103582,2025-02-25 19:31:00,4,44.82,4
103583,2025-02-25 19:40:00,3,25.72,3
103584,2025-02-25 19:19:00,4,41.25,5
103585,2025-02-25 19:15:00,3,30.24,4
103586,2025-02-25 19:05:00,8,78.12,9
103587,2025-02-25 19:46:00,2,19.26,2
103588,2025-02-25 19:17:00,5,64.52,6
103589,2025-02-25 19:39:00,3,61.21,5
103590,2025-02-25 19:10:00,1,11.57,1
103591,2025-02-25 19:56:00,2,26.42,2
103592,2025-02-25 19:03:00,2,21.48,3
103593,2025-02-25 19:33:00,2,32.21,4
103594,2025-02-25 19:32:00,2,26.46,3
103595,2025-02-25 19:33:00,4,40.7,4
103596,2025-02-25 19:38:00,4,75.95,5
103597,2025-02-25 19:35:00,3,27.41,4
103598,2025-02-25 19:54:00,2,33.64,3
103599,2025-02-25 19:20:00,3,36.5,4
103600,2025-02-25 19:53:00,2,32.75,4
103601,2025-02-25 19:06:00,2,18.88,2
103602,2025-02-25 19:43:00,5,51.13,6
103603,2025-02-25 19:26:00,3,18.96,3
103604,2025-02-25 19:56:00,2,28.22,2
103605,2025-02-25 19:58:00,8,64.73,10
103606,2025-02-25 19:08:00,3,38.84,4
103607,2025-02-25 19:23:00,5,71.05,7
103608,2025-02-25 19:02:00,2,34.18,3
103609,2025-02-25 19:43:00,5,67.94,6
103610,2025-02-25 19:21:00,4,70.45,6
103611,2025-02-25 19:38:00,2,26.04,4
103612,2025-02-25 19:17:00,1,23.1,3
103613,2025-02-25 19:43:00,2,32.15,3
103614,2025-02-25 19:19:00,2,31.13,3
103615,2025-02-25 19:10:00,2,26.89,4
103616,2025-02-25 19:00:00,4,28.44,4
103617,2025-02-25 19:26:00,2,17.46,2
103618,2025-02-25 19:20:00,3,18.05,5
103619,2025-02-25 19:32:00,2,27.49,3
103620,2025-02-25 19:08:00,2,20.82,3
103621,2025-02-25 19:25:00,2,35.41,4
103622,2025-02-25 19:01:00,2,44.08,4
103623,2025-02-25 19:22:00,2,35.41,4
103624,2025-02-25 19:31:00,2,31.1,2
103625,2025-02-25 19:19:00,2,30.12,3
103626,2025-02-25 19:50:00,2,14.48,2
103627,2025-02-25 19:33:00,2,41.64,4
103628,2025-02-25 19:27:00,4,53.77,6
103629,2025-02-25 19:10:00,2,7.71,2
103630,2025-02-25 19:07:00,2,15.48,2
103631,2025-02-25 19:00:00,4,27.61,6
103632,2025-02-25 19:32:00,4,69.71,6
103633,2025-02-25 19:07:00,4,28.7,4
103634,2025-02-25 19:22:00,1,3.19,1
103635,2025-02-25 19:38:00,4,51.03,6
103636,2025-02-25 19:56:00,2,27.45,3
103637,2025-02-25 19:30:00,4,36.09,4
103638,2025-02-25 19:26:00,2,18.64,4
103639,2025-02-25 19:16:00,3,44.72,5
103640,2025-02-25 19:22:00,2,37.8,4
103641,2025-02-25 19:47:00,2,6.97,2
103642,2025-02-26 12:28:00,2,14.86,2
103643,2025-02-26 12:14:00,3,27.13,5
103644,2025-02-26 12:25:00,2,41.02,4
103645,2025-02-26 12:56:00,3,34.58,3
103646,2025-02-26 12:32:00,2,24.89,2
103647,2025-02-26 12:34:00,1,6.3,1
103648,2025-02-26 12:57:00,2,44.39,3
103649,2025-02-26 12:34:00,3,40.78,5
103650,2025-02-26 12:05:00,2,41.63,4
103651,2025-02-26 12:01:00,3,27.14,4
103652,2025-02-26 12:18:00,3,54.74,5
103653,2025-02-26 12:12:00,2,14.86,2
103654,2025-02-26 12:07:00,2,14.27,4
103655,2025-02-26 12:44:00,3,34.19,3
103656,2025-02-26 12:42:00,5,51.23,7
103657,2025-02-26 12:36:00,4,74.81,5
103658,2025-02-26 12:21:00,3,49.56,5
103659,2025-02-26 12:58:00,3,49.01,5
103660,2025-02-26 12:39:00,2,27.41,4
103661,2025-02-26 12:39:00,8,80.46,8
103662,2025-02-26 12:37:00,4,30.23,4
103663,2025-02-26 12:40:00,3,19.92,3
103664,2025-02-26 12:31:00,2,29.04,2
103665,2025-02-26 12:22:00,2,32.11,3
103666,2025-02-26 12:31:00,1,16.65,2
103667,2025-02-26 12:42:00,3,41.06,5
103668,2025-02-26 12:51:00,1,17.79,3
103669,2025-02-26 12:16:00,2,21.41,4
103670,2025-02-26 12:03:00,4,67.4,6
103671,2025-02-26 19:15:00,5,54.25,7
103672,2025-02-26 19:42:00,3,35.04,4
103673,2025-02-26 19:22:00,2,16.79,3
103674,2025-02-26 19:34:00,2,19.61,3
103675,2025-02-26 19:18:00,3,59.87,5
103676,2025-02-26 19:48:00,4,76.34,6
103677,2025-02-26 19:52:00,3,45.27,3
103678,2025-02-26 19:18:00,2,32.51,3
103679,2025-02-26 19:54:00,3,48.21,5
103680,2025-02-26 19:42:00,4,3.19,4
103681,2025-02-26 19:38:00,1,15.48,1
103682,2025-02-26 19:39:00,2,27.48,2
103683,2025-02-26 19:21:00,5,71.16,7
103684,2025-02-26 19:42:00,5,49.46,5
103685,2025-02-26 19:23:00,4,62.01,6
103686,2025-02-26 19:00:00,3,17.63,3
103687,2025-02-26 19:35:00,2,29.94,4
103688,2025-02-26 19:56:00,2,39.3,4
103689,2025-02-26 19:32:00,4,51.15,5
103690,2025-02-26 19:35:00,1,19.84,2
103691,2025-02-26 19:38:00,5,32.74,7
103692,2025-02-26 19:20:00,2,17.46,2
103693,2025-02-26 19:39:00,1,27.77,3
103694,2025-02-26 19:09:00,2,41.54,4
103695,2025-02-26 19:31:00,6,73.55,7
103696,2025-02-26 19:08:00,2,33.73,3
103697,2025-02-26 19:56:00,2,26.42,2
103698,2025-02-26 19:42:00,2,40.09,4
103699,2025-02-26 19:11:00,2,44.0,4
103700,2025-02-26 19:27:00,1,0.0,1
103701,2025-02-26 19:38:00,5,66.33,7
103702,2025-02-26 19:34:00,2,44.78,4
103703,2025-02-26 19:17:00,1,20.98,2
103704,2025-02-26 19:40:00,2,23.45,4
103705,2025-02-26 19:22:00,2,32.64,3
103706,2025-02-26 19:12:00,2,29.39,3
103707,2025-02-26 19:44:00,2,41.17,4
103708,2025-02-26 19:13:00,3,27.45,3
103709,2025-02-26 19:03:00,1,26.05,2
103710,2025-02-26 19:06:00,3,29.66,3
103711,2025-02-26 19:08:00,3,34.53,4
103712,2025-02-26 19:42:00,2,3.78,2
103713,2025-02-26 19:13:00,2,16.85,3
103714,2025-02-26 19:12:00,5,62.49,7
103715,2025-02-26 19:01:00,2,21.44,3
103716,2025-02-26 19:47:00,2,57.48,4
103717,2025-02-26 19:31:00,6,57.01,7
103718,2025-02-26 19:09:00,1,39.64,3
103719,2025-02-26 19:23:00,1,0.0,1
103720,2025-02-26 19:46:00,2,38.57,4
103721,2025-02-26 19:27:00,1,15.48,1
103722,2025-02-26 19:14:00,4,32.42,5
103723,2025-02-26 19:24:00,1,21.85,3
103724,2025-02-26 19:02:00,4,44.23,6
103725,2025-02-26 19:38:00,1,25.16,3
103726,2025-02-26 19:13:00,3,37.47,3
103727,2025-02-26 19:29:00,1,42.99,3
103728,2025-02-26 19:27:00,5,37.39,7
103729,2025-02-26 19:46:00,5,65.91,6
103730,2025-02-26 19:29:00,5,72.69,7
103731,2025-02-26 19:01:00,2,18.18,4
103732,2025-02-26 19:16:00,2,47.91,4
103733,2025-02-26 19:42:00,2,33.1,4
103734,2025-02-26 19:55:00,3,49.46,5
103735,2025-02-26 19:35:00,3,24.73,5
103736,2025-02-26 19:26:00,2,10.42,2
103737,2025-02-26 19:30:00,5,67.9,5
103738,2025-02-27 12:03:00,2,23.43,3
103739,2025-02-27 12:35:00,2,13.6,2
103740,2025-02-27 12:50:00,3,18.05,4
103741,2025-02-27 12:28:00,2,7.71,2
103742,2025-02-27 12:07:00,3,19.32,3
103743,2025-02-27 12:14:00,2,36.23,4
103744,2025-02-27 12:26:00,2,20.78,2
103745,2025-02-27 12:50:00,2,6.8,2
103746,2025-02-27 12:15:00,2,16.2,4
103747,2025-02-27 12:18:00,3,28.05,4
103748,2025-02-27 12:00:00,4,39.31,5
103749,2025-02-27 12:34:00,4,43.43,5
103750,2025-02-27 12:37:00,2,20.0,2
103751,2025-02-27 12:00:00,6,62.75,7
103752,2025-02-27 12:38:00,2,36.14,4
103753,2025-02-27 12:15:00,6,46.55,6
103754,2025-02-27 12:16:00,2,19.84,2
103755,2025-02-27 12:19:00,4,34.42,5
103756,2025-02-27 12:43:00,2,16.21,2
103757,2025-02-27 12:22:00,4,57.17,6
103758,2025-02-27 12:54:00,2,31.29,4
103759,2025-02-27 12:06:00,3,25.04,3
103760,2025-02-27 12:54:00,4,55.23,5
103761,2025-02-27 12:32:00,2,23.0,3
103762,2025-02-27 12:37:00,4,40.36,6
103763,2025-02-27 12:25:00,2,18.23,2
103764,2025-02-27 12:23:00,3,29.73,4
103765,2025-02-27 12:32:00,5,73.78,6
103766,2025-02-27 12:28:00,2,10.25,2
103767,2025-02-27 12:54:00,4,32.82,4
103768,2025-02-27 12:39:00,2,31.31,4
103769,2025-02-27 12:49:00,4,27.86,5
103770,2025-02-27 19:46:00,2,4.52,2
103771,2025-02-27 19:16:00,6,76.52,6
103772,2025-02-27 19:57:00,4,34.23,4
103773,2025-02-27 19:25:00,2,23.25,3
103774,2025-02-27 19:52:00,2,14.52,2
103775,2025-02-27 19:56:00,6,96.91,8
103776,2025-02-27 19:25:00,4,35.45,4
103777,2025-02-27 19:37:00,2,27.44,2
103778,2025-02-27 19:53:00,3,32.15,3
103779,2025-02-27 19:11:00,2,27.4,3
103780,2025-02-27 19:19:00,2,28.08,3
103781,2025-02-27 19:46:00,3,51.93,5
103782,2025-02-27 19:22:00,2,19.13,3
103783,2025-02-27 19:20:00,4,38.28,4
103784,2025-02-27 19:30:00,2,14.45,2
103785,2025-02-27 19:13:00,3,28.95,3
103786,2025-02-27 19:58:00,4,35.59,5
103787,2025-02-27 19:19:00,3,47.06,5
103788,2025-02-27 19:27:00,1,14.48,1
103789,2025-02-27 19:40:00,2,24.64,2
103790,2025-02-27 19:50:00,2,9.65,3
103791,2025-02-27 19:26:00,2,24.37,3
103792,2025-02-27 19:47:00,4,40.65,4
103793,2025-02-27 19:47:00,3,22.64,3
103794,2025-02-27 19:43:00,2,23.31,2
103795,2025-02-27 19:22:00,2,10.15,3
103796,2025-02-27 19:24:00,2,20.93,4
103797,2025-02-27 19:08:00,5,53.36,5
103798,2025-02-27 19:22:00,2,14.46,3
103799,2025-02-27 19:09:00,4,68.57,6
103800,2025-02-27 19:01:00,3,40.67,3
103801,2025-02-27 19:06:00,3,45.84,5
103802,2025-02-27 19:18:00,3,35.13,4
103803,2025-02-27 19:26:00,3,34.4,3
103804,2025-02-27 19:47:00,5,48.21,5
103805,2025-02-27 19:35:00,2,28.95,2
103806,2025-02-27 19:16:00,1,23.43,2
103807,2025-02-27 19:23:00,6,61.09,6
103808,2025-02-27 19:14:00,4,43.14,6
103809,2025-02-27 19:20:00,2,18.67,2
103810,2025-02-27 19:13:00,2,48.42,3
103811,2025-02-27 19:57:00,2,29.0,2
103812,2025-02-27 19:04:00,5,56.44,7
103813,2025-02-27 19:40:00,2,6.37,2
103814,2025-02-27 19:19:00,3,55.49,5
103815,2025-02-27 19:28:00,6,74.47,7
103816,2025-02-27 19:55:00,4,44.48,6
103817,2025-02-27 19:38:00,3,46.86,4
103818,2025-02-27 19:50:00,2,30.75,3
103819,2025-02-27 19:07:00,2,27.45,4
103820,2025-02-27 19:04:00,3,50.61,4
103821,2025-02-27 19:00:00,2,28.05,3
103822,2025-02-27 19:04:00,1,17.7,2
103823,2025-02-27 19:04:00,2,21.48,3
103824,2025-02-27 19:08:00,2,32.15,3
103825,2025-02-27 19:11:00,2,11.02,3
103826,2025-02-27 19:47:00,3,24.01,5
103827,2025-02-27 19:01:00,3,25.48,3
103828,2025-02-27 19:10:00,3,43.56,5
103829,2025-02-27 19:40:00,2,3.19,2
103830,2025-02-27 19:37:00,3,44.77,5
103831,2025-02-27 19:23:00,2,33.43,4
103832,2025-02-27 19:32:00,2,30.11,4
103833,2025-02-27 19:52:00,2,17.38,3
103834,2025-02-27 19:51:00,2,26.31,2
103835,2025-02-27 19:37:00,2,21.16,3
103836,2025-02-27 19:10:00,2,6.97,2
103837,2025-02-27 19:54:00,3,46.64,4
103838,2025-02-27 19:41:00,3,29.84,3
103839,2025-02-27 19:35:00,1,25.9,3
103840,2025-02-27 19:51:00,4,43.26,4
103841,2025-02-27 19:00:00,1,24.47,3
103842,2025-02-27 19:55:00,2,28.33,2
103843,2025-02-27 19:13:00,2,43.4,3
103844,2025-02-27 19:54:00,5,38.98,7
103845,2025-02-28 12:24:00,2,13.6,2
103846,2025-02-28 12:02:00,2,55.2,4
103847,2025-02-28 12:37:00,2,28.92,4
103848,2025-02-28 12:20:00,4,29.57,4
103849,2025-02-28 12:17:00,2,44.0,3
103850,2025-02-28 12:28:00,4,45.51,6
103851,2025-02-28 12:20:00,1,45.23,3
103852,2025-02-28 12:34:00,3,34.61,3
103853,2025-02-28 12:33:00,5,43.49,5
103854,2025-02-28 12:59:00,2,31.83,3
103855,2025-02-28 12:35:00,3,40.76,3
103856,2025-02-28 12:49:00,1,32.78,3
103857,2025-02-28 12:39:00,2,27.45,3
103858,2025-02-28 12:16:00,5,82.89,7
103859,2025-02-28 12:59:00,1,11.57,1
103860,2025-02-28 12:03:00,1,22.18,3
103861,2025-02-28 12:31:00,3,26.88,3
103862,2025-02-28 12:14:00,4,44.63,5
103863,2025-02-28 12:33:00,2,41.21,3
103864,2025-02-28 12:23:00,4,40.67,4
103865,2025-02-28 12:32:00,2,39.91,4
103866,2025-02-28 12:24:00,5,66.95,7
103867,2025-02-28 12:27:00,2,17.66,3
103868,2025-02-28 12:14:00,3,14.86,3
103869,2025-02-28 12:25:00,4,31.56,4
103870,2025-02-28 12:47:00,6,49.17,6
103871,2025-02-28 12:05:00,4,22.5,4
103872,2025-02-28 12:25:00,2,37.7,3
103873,2025-02-28 12:40:00,3,28.74,5
103874,2025-02-28 12:26:00,5,61.94,6
103875,2025-02-28 12:20:00,2,27.16,2
103876,2025-02-28 12:07:00,1,14.52,1
103877,2025-02-28 12:20:00,4,43.51,5
103878,2025-02-28 12:50:00,4,24.71,4
103879,2025-02-28 12:36:00,4,37.26,4
103880,2025-02-28 12:43:00,4,40.76,5
103881,2025-02-28 19:31:00,4,32.51,5
103882,2025-02-28 19:18:00,8,79.08,8
103883,2025-02-28 19:59:00,5,49.89,5
103884,2025-02-28 19:24:00,2,16.4,3
103885,2025-02-28 19:06:00,4,47.63,4
103886,2025-02-28 19:24:00,2,15.48,2
103887,2025-02-28 19:22:00,3,35.16,4
103888,2025-02-28 19:38:00,8,62.02,8
103889,2025-02-28 19:21:00,5,72.3,7
103890,2025-02-28 19:36:00,1,31.09,3
103891,2025-02-28 19:50:00,2,45.03,4
103892,2025-02-28 19:07:00,4,74.66,6
103893,2025-02-28 19:08:00,2,38.49,4
103894,2025-02-28 19:25:00,3,47.58,5
103895,2025-02-28 19:01:00,5,73.62,7
103896,2025-02-28 19:25:00,4,41.91,4
103897,2025-02-28 19:15:00,5,63.48,7
103898,2025-02-28 19:39:00,3,41.05,5
103899,2025-02-28 19:39:00,2,48.8,4
103900,2025-02-28 19:25:00,2,18.67,3
103901,2025-02-28 19:38:00,4,39.75,4
103902,2025-02-28 19:12:00,3,48.95,5
103903,2025-02-28 19:00:00,5,27.22,7
103904,2025-02-28 19:04:00,1,6.97,2
103905,2025-02-28 19:01:00,4,36.03,4
103906,2025-02-28 19:18:00,6,82.33,7
103907,2025-02-28 19:34:00,3,32.43,4
103908,2025-02-28 19:49:00,3,43.34,4
103909,2025-02-28 19:23:00,4,50.98,5
103910,2025-02-28 19:18:00,2,29.24,3
103911,2025-02-28 19:24:00,3,16.53,4
103912,2025-02-28 19:08:00,5,47.74,5
103913,2025-02-28 19:38:00,4,32.01,4
103914,2025-02-28 19:59:00,5,33.2,6
103915,2025-02-28 19:23:00,1,31.04,3
103916,2025-02-28 19:53:00,4,63.17,5
103917,2025-02-28 19:16:00,5,67.34,7
103918,2025-02-28 19:07:00,4,29.81,5
