wait_time_id,log_timestamp,party_size,quoted_wait_minutes,actual_wait_minutes,seated_timestamp,day_of_week,hour_of_day,current_party_count,current_table_occupancy_pct,wait_type
5077,2024-12-01 13:36:00,2,41,52,2024-12-01 14:28:00,6,13,26,88.02,walk_in
5078,2024-12-01 13:52:00,3,22,24,2024-12-01 14:16:00,6,13,21,73.11,walk_in
5079,2024-12-01 13:31:00,2,20,29,2024-12-01 14:00:00,6,13,22,74.95,walk_in
5080,2024-12-01 13:13:00,4,26,25,2024-12-01 13:38:00,6,13,25,83.96,walk_in
5081,2024-12-01 13:46:00,4,40,59,2024-12-01 14:45:00,6,13,24,82.83,walk_in
5082,2024-12-01 14:44:00,6,10,11,2024-12-01 14:55:00,6,14,14,49.04,walk_in
5083,2024-12-01 14:05:00,4,21,18,2024-12-01 14:23:00,6,14,15,52.29,walk_in
5084,2024-12-01 14:18:00,6,24,20,2024-12-01 14:38:00,6,14,18,60.77,walk_in
5085,2024-12-01 14:19:00,2,29,43,2024-12-01 15:02:00,6,14,18,60.06,walk_in
5086,2024-12-01 15:56:00,2,19,18,2024-12-01 16:14:00,6,15,17,57.78,walk_in
5087,2024-12-01 15:44:00,6,18,21,2024-12-01 16:05:00,6,15,19,65.74,walk_in
5088,2024-12-01 15:52:00,3,18,26,2024-12-01 16:18:00,6,15,19,65.48,walk_in
5089,2024-12-01 15:33:00,2,21,25,2024-12-01 15:58:00,6,15,15,51.08,walk_in
5090,2024-12-01 16:21:00,2,22,27,2024-12-01 16:48:00,6,16,16,56.28,walk_in
5091,2024-12-01 17:17:00,7,35,42,2024-12-01 17:59:00,6,17,28,95.03,walk_in
5092,2024-12-01 17:19:00,4,38,43,2024-12-01 18:02:00,6,17,25,86.66,walk_in
5093,2024-12-01 17:06:00,1,36,25,2024-12-01 17:31:00,6,17,26,89.88,walk_in
5094,2024-12-01 17:07:00,2,39,56,2024-12-01 18:03:00,6,17,30,100.0,walk_in
5095,2024-12-01 17:41:00,3,42,61,2024-12-01 18:42:00,6,17,28,94.29,walk_in
5096,2024-12-01 17:54:00,6,43,40,2024-12-01 18:34:00,6,17,24,82.12,walk_in
5097,2024-12-01 17:25:00,4,41,41,2024-12-01 18:06:00,6,17,26,88.3,walk_in
5098,2024-12-01 17:05:00,3,34,39,2024-12-01 17:44:00,6,17,28,96.46,walk_in
5099,2024-12-01 17:19:00,3,43,45,2024-12-01 18:04:00,6,17,29,99.81,walk_in
5100,2024-12-01 17:46:00,4,36,40,2024-12-01 18:26:00,6,17,26,89.75,walk_in
5101,2024-12-01 17:56:00,1,29,32,2024-12-01 18:28:00,6,17,29,98.77,walk_in
5102,2024-12-01 17:46:00,4,44,60,2024-12-01 18:46:00,6,17,30,100.0,walk_in
5103,2024-12-01 17:29:00,1,33,36,2024-12-01 18:05:00,6,17,30,100.0,walk_in
5104,2024-12-01 18:06:00,2,42,47,2024-12-01 18:53:00,6,18,27,90.31,walk_in
5105,2024-12-01 18:27:00,2,33,23,2024-12-01 18:50:00,6,18,25,84.29,walk_in
5106,2024-12-01 18:55:00,1,39,51,2024-12-01 19:46:00,6,18,28,94.88,walk_in
5107,2024-12-01 18:50:00,1,43,58,2024-12-01 19:48:00,6,18,25,83.43,walk_in
5108,2024-12-01 18:40:00,4,35,47,2024-12-01 19:27:00,6,18,30,100.0,walk_in
5109,2024-12-01 18:43:00,6,44,48,2024-12-01 19:31:00,6,18,27,91.86,walk_in
5110,2024-12-01 18:52:00,1,32,28,2024-12-01 19:20:00,6,18,26,86.89,walk_in
5111,2024-12-01 18:06:00,4,43,55,2024-12-01 19:01:00,6,18,28,94.21,walk_in
5112,2024-12-01 18:11:00,5,43,51,2024-12-01 19:02:00,6,18,26,87.8,walk_in
5113,2024-12-01 18:52:00,2,34,48,2024-12-01 19:40:00,6,18,25,85.5,walk_in
5114,2024-12-01 18:38:00,2,31,28,2024-12-01 19:06:00,6,18,29,97.11,walk_in
5115,2024-12-01 18:21:00,2,26,34,2024-12-01 18:55:00,6,18,29,99.07,walk_in
5116,2024-12-01 18:56:00,2,42,60,2024-12-01 19:56:00,6,18,30,100.0,walk_in
5117,2024-12-01 19:37:00,5,25,23,2024-12-01 20:00:00,6,19,25,83.66,walk_in
5118,2024-12-01 19:57:00,2,30,21,2024-12-01 20:18:00,6,19,26,88.03,walk_in
5119,2024-12-01 19:06:00,2,43,32,2024-12-01 19:38:00,6,19,29,98.74,walk_in
5120,2024-12-01 19:07:00,3,38,43,2024-12-01 19:50:00,6,19,28,94.43,walk_in
5121,2024-12-01 19:47:00,2,40,46,2024-12-01 20:33:00,6,19,25,83.4,walk_in
5122,2024-12-01 19:08:00,3,28,24,2024-12-01 19:32:00,6,19,26,88.57,walk_in
5123,2024-12-01 19:07:00,2,26,36,2024-12-01 19:43:00,6,19,30,100.0,walk_in
5124,2024-12-01 19:52:00,3,43,33,2024-12-01 20:25:00,6,19,30,100.0,walk_in
5125,2024-12-01 19:12:00,2,41,39,2024-12-01 19:51:00,6,19,29,99.38,walk_in
5126,2024-12-01 19:07:00,2,42,62,2024-12-01 20:09:00,6,19,27,90.86,walk_in
5127,2024-12-01 19:15:00,3,35,29,2024-12-01 19:44:00,6,19,25,84.71,walk_in
5128,2024-12-01 19:19:00,1,26,29,2024-12-01 19:48:00,6,19,29,96.88,walk_in
5129,2024-12-01 19:48:00,3,40,53,2024-12-01 20:41:00,6,19,30,100.0,walk_in
5130,2024-12-01 20:24:00,6,30,30,2024-12-01 20:54:00,6,20,29,96.81,walk_in
5131,2024-12-01 20:56:00,4,34,42,2024-12-01 21:38:00,6,20,25,86.01,walk_in
5132,2024-12-01 20:29:00,3,44,56,2024-12-01 21:25:00,6,20,28,93.98,walk_in
5133,2024-12-01 20:19:00,5,33,46,2024-12-01 21:05:00,6,20,26,89.77,walk_in
5134,2024-12-01 20:17:00,3,39,38,2024-12-01 20:55:00,6,20,24,83.1,walk_in
5135,2024-12-01 20:01:00,2,32,33,2024-12-01 20:34:00,6,20,25,85.5,walk_in
5136,2024-12-01 20:17:00,2,39,27,2024-12-01 20:44:00,6,20,25,85.17,walk_in
5137,2024-12-01 20:12:00,4,32,47,2024-12-01 20:59:00,6,20,24,82.38,walk_in
5138,2024-12-01 20:16:00,2,30,40,2024-12-01 20:56:00,6,20,25,86.0,walk_in
5139,2024-12-01 20:33:00,2,39,54,2024-12-01 21:27:00,6,20,26,89.85,walk_in
5140,2024-12-01 20:37:00,4,32,35,2024-12-01 21:12:00,6,20,27,90.03,walk_in
5141,2024-12-01 20:05:00,3,42,36,2024-12-01 20:41:00,6,20,25,85.6,walk_in
5142,2024-12-01 20:25:00,4,25,19,2024-12-01 20:44:00,6,20,30,100.0,walk_in
5143,2024-12-01 21:26:00,2,27,24,2024-12-01 21:50:00,6,21,15,52.5,walk_in
5144,2024-12-01 21:09:00,4,27,29,2024-12-01 21:38:00,6,21,17,57.06,walk_in
5145,2024-12-01 21:56:00,7,21,21,2024-12-01 22:17:00,6,21,17,59.33,walk_in
5146,2024-12-01 22:23:00,1,6,4,2024-12-01 22:27:00,6,22,12,41.15,walk_in
5147,2024-12-02 10:20:00,3,10,9,2024-12-02 10:29:00,0,10,14,48.47,walk_in
5148,2024-12-02 10:30:00,2,14,14,2024-12-02 10:44:00,0,10,14,48.61,walk_in
5149,2024-12-02 10:31:00,3,19,16,2024-12-02 10:47:00,0,10,15,50.57,walk_in
5150,2024-12-02 11:51:00,5,25,31,2024-12-02 12:22:00,0,11,21,71.41,walk_in
5151,2024-12-02 11:52:00,2,29,21,2024-12-02 12:13:00,0,11,23,79.0,walk_in
5152,2024-12-02 11:14:00,3,21,27,2024-12-02 11:41:00,0,11,18,61.65,walk_in
5153,2024-12-02 11:26:00,3,41,59,2024-12-02 12:25:00,0,11,22,76.53,walk_in
5154,2024-12-02 11:49:00,2,15,16,2024-12-02 12:05:00,0,11,19,65.27,walk_in
5155,2024-12-02 11:42:00,1,29,31,2024-12-02 12:13:00,0,11,21,72.69,walk_in
5156,2024-12-02 11:01:00,2,38,36,2024-12-02 11:37:00,0,11,22,75.71,walk_in
5157,2024-12-02 12:46:00,2,22,30,2024-12-02 13:16:00,0,12,21,71.95,walk_in
5158,2024-12-02 12:32:00,2,17,20,2024-12-02 12:52:00,0,12,21,70.81,walk_in
5159,2024-12-02 12:56:00,4,24,33,2024-12-02 13:29:00,0,12,18,61.59,walk_in
5160,2024-12-02 12:01:00,2,23,24,2024-12-02 12:25:00,0,12,18,62.41,walk_in
5161,2024-12-02 12:17:00,3,20,19,2024-12-02 12:36:00,0,12,18,60.7,walk_in
5162,2024-12-02 12:49:00,2,28,32,2024-12-02 13:21:00,0,12,23,78.72,walk_in
5163,2024-12-02 12:52:00,1,16,21,2024-12-02 13:13:00,0,12,20,68.68,walk_in
5164,2024-12-02 13:21:00,2,27,28,2024-12-02 13:49:00,0,13,22,74.63,walk_in
5165,2024-12-02 13:22:00,6,31,46,2024-12-02 14:08:00,0,13,23,76.92,walk_in
5166,2024-12-02 13:13:00,6,31,30,2024-12-02 13:43:00,0,13,22,76.05,walk_in
5167,2024-12-02 13:24:00,2,28,25,2024-12-02 13:49:00,0,13,22,76.54,walk_in
5168,2024-12-02 13:00:00,2,31,37,2024-12-02 13:37:00,0,13,23,79.59,walk_in
5169,2024-12-02 13:51:00,1,24,21,2024-12-02 14:12:00,0,13,20,68.35,walk_in
5170,2024-12-02 13:30:00,6,27,28,2024-12-02 13:58:00,0,13,19,65.21,walk_in
5171,2024-12-02 14:44:00,3,19,23,2024-12-02 15:07:00,0,14,18,60.64,walk_in
5172,2024-12-02 14:48:00,2,29,28,2024-12-02 15:16:00,0,14,18,61.31,walk_in
5173,2024-12-02 14:45:00,3,27,40,2024-12-02 15:25:00,0,14,18,61.26,walk_in
5174,2024-12-02 15:32:00,2,13,17,2024-12-02 15:49:00,0,15,13,45.44,walk_in
5175,2024-12-02 15:45:00,6,25,27,2024-12-02 16:12:00,0,15,17,57.46,walk_in
5176,2024-12-02 15:40:00,7,24,34,2024-12-02 16:14:00,0,15,16,54.02,walk_in
5177,2024-12-02 16:58:00,4,20,17,2024-12-02 17:15:00,0,16,15,50.49,walk_in
5178,2024-12-02 17:34:00,2,41,40,2024-12-02 18:14:00,0,17,25,84.79,walk_in
5179,2024-12-02 17:03:00,2,15,16,2024-12-02 17:19:00,0,17,21,71.24,walk_in
5180,2024-12-02 17:57:00,3,28,28,2024-12-02 18:25:00,0,17,22,76.42,walk_in
5181,2024-12-02 17:18:00,4,30,39,2024-12-02 17:57:00,0,17,25,83.69,walk_in
5182,2024-12-02 17:11:00,3,31,43,2024-12-02 17:54:00,0,17,23,78.21,walk_in
5183,2024-12-02 17:13:00,1,20,15,2024-12-02 17:28:00,0,17,22,73.46,walk_in
5184,2024-12-02 17:13:00,2,28,22,2024-12-02 17:35:00,0,17,25,85.44,walk_in
5185,2024-12-02 17:07:00,2,31,26,2024-12-02 17:33:00,0,17,22,75.81,walk_in
5186,2024-12-02 17:43:00,4,35,48,2024-12-02 18:31:00,0,17,25,84.04,walk_in
5187,2024-12-02 17:20:00,1,26,21,2024-12-02 17:41:00,0,17,23,78.7,walk_in
5188,2024-12-02 18:09:00,8,38,27,2024-12-02 18:36:00,0,18,24,82.79,walk_in
5189,2024-12-02 18:58:00,5,27,38,2024-12-02 19:36:00,0,18,22,74.1,walk_in
5190,2024-12-02 18:21:00,2,26,22,2024-12-02 18:43:00,0,18,22,74.81,walk_in
5191,2024-12-02 18:21:00,2,18,13,2024-12-02 18:34:00,0,18,21,71.8,walk_in
5192,2024-12-02 18:46:00,2,25,20,2024-12-02 19:06:00,0,18,22,74.52,walk_in
5193,2024-12-02 18:31:00,2,28,24,2024-12-02 18:55:00,0,18,22,73.82,walk_in
5194,2024-12-02 18:41:00,2,41,42,2024-12-02 19:23:00,0,18,25,83.42,walk_in
5195,2024-12-02 18:26:00,5,39,55,2024-12-02 19:21:00,0,18,25,84.8,walk_in
5196,2024-12-02 18:08:00,4,38,37,2024-12-02 18:45:00,0,18,25,84.04,walk_in
5197,2024-12-02 18:33:00,1,35,40,2024-12-02 19:13:00,0,18,25,83.34,walk_in
5198,2024-12-02 19:07:00,5,21,23,2024-12-02 19:30:00,0,19,21,71.77,walk_in
5199,2024-12-02 19:51:00,2,36,52,2024-12-02 20:43:00,0,19,26,87.03,walk_in
5200,2024-12-02 19:45:00,2,22,27,2024-12-02 20:12:00,0,19,21,71.64,walk_in
5201,2024-12-02 19:41:00,1,31,35,2024-12-02 20:16:00,0,19,23,76.81,walk_in
5202,2024-12-02 19:03:00,2,39,52,2024-12-02 19:55:00,0,19,23,76.99,walk_in
5203,2024-12-02 19:44:00,5,33,44,2024-12-02 20:28:00,0,19,25,85.97,walk_in
5204,2024-12-02 19:30:00,4,21,26,2024-12-02 19:56:00,0,19,21,73.07,walk_in
5205,2024-12-02 19:17:00,3,43,56,2024-12-02 20:13:00,0,19,24,82.94,walk_in
5206,2024-12-02 19:01:00,6,34,37,2024-12-02 19:38:00,0,19,26,88.61,walk_in
5207,2024-12-02 19:07:00,2,31,32,2024-12-02 19:39:00,0,19,25,84.38,walk_in
5208,2024-12-02 20:49:00,4,30,44,2024-12-02 21:33:00,0,20,23,79.94,walk_in
5209,2024-12-02 20:33:00,4,29,39,2024-12-02 21:12:00,0,20,22,74.15,walk_in
5210,2024-12-02 20:55:00,5,21,30,2024-12-02 21:25:00,0,20,22,73.5,walk_in
5211,2024-12-02 20:59:00,1,44,60,2024-12-02 21:59:00,0,20,23,78.43,walk_in
5212,2024-12-02 20:38:00,3,21,19,2024-12-02 20:57:00,0,20,21,71.59,walk_in
5213,2024-12-02 20:55:00,2,23,32,2024-12-02 21:27:00,0,20,22,74.37,walk_in
5214,2024-12-02 20:58:00,1,41,31,2024-12-02 21:29:00,0,20,26,88.37,walk_in
5215,2024-12-02 20:49:00,2,37,31,2024-12-02 21:20:00,0,20,24,82.44,walk_in
5216,2024-12-02 20:31:00,3,35,51,2024-12-02 21:22:00,0,20,25,83.54,walk_in
5217,2024-12-02 20:21:00,2,29,24,2024-12-02 20:45:00,0,20,25,85.66,walk_in
5218,2024-12-02 21:00:00,1,8,8,2024-12-02 21:08:00,0,21,12,40.1,walk_in
5219,2024-12-02 21:38:00,4,10,14,2024-12-02 21:52:00,0,21,14,49.42,walk_in
5220,2024-12-02 22:35:00,1,12,10,2024-12-02 22:45:00,0,22,13,45.17,walk_in
5221,2024-12-03 10:15:00,7,8,7,2024-12-03 10:22:00,1,10,14,48.36,walk_in
5222,2024-12-03 10:19:00,3,23,24,2024-12-03 10:43:00,1,10,15,53.05,walk_in
5223,2024-12-03 10:04:00,1,8,8,2024-12-03 10:12:00,1,10,13,45.4,walk_in
5224,2024-12-03 11:48:00,3,26,37,2024-12-03 12:25:00,1,11,21,73.02,walk_in
5225,2024-12-03 11:40:00,2,19,18,2024-12-03 11:58:00,1,11,19,64.27,walk_in
5226,2024-12-03 11:02:00,3,19,19,2024-12-03 11:21:00,1,11,19,64.33,walk_in
5227,2024-12-03 11:15:00,2,21,17,2024-12-03 11:32:00,1,11,19,66.52,walk_in
5228,2024-12-03 11:33:00,5,29,34,2024-12-03 12:07:00,1,11,23,77.29,walk_in
5229,2024-12-03 11:20:00,1,26,29,2024-12-03 11:49:00,1,11,20,67.79,walk_in
5230,2024-12-03 11:53:00,4,27,28,2024-12-03 12:21:00,1,11,18,60.77,walk_in
5231,2024-12-03 12:48:00,3,25,23,2024-12-03 13:11:00,1,12,20,69.62,walk_in
5232,2024-12-03 12:26:00,3,15,15,2024-12-03 12:41:00,1,12,18,60.88,walk_in
5233,2024-12-03 12:03:00,5,20,14,2024-12-03 12:17:00,1,12,19,63.81,walk_in
5234,2024-12-03 12:40:00,2,22,26,2024-12-03 13:06:00,1,12,21,71.75,walk_in
5235,2024-12-03 12:21:00,2,27,25,2024-12-03 12:46:00,1,12,21,70.73,walk_in
5236,2024-12-03 12:06:00,4,27,28,2024-12-03 12:34:00,1,12,23,77.96,walk_in
5237,2024-12-03 12:57:00,4,29,42,2024-12-03 13:39:00,1,12,21,73.19,walk_in
5238,2024-12-03 13:11:00,3,23,21,2024-12-03 13:32:00,1,13,21,70.7,walk_in
5239,2024-12-03 13:20:00,4,19,21,2024-12-03 13:41:00,1,13,20,68.12,walk_in
5240,2024-12-03 13:19:00,7,28,30,2024-12-03 13:49:00,1,13,18,60.17,walk_in
5241,2024-12-03 13:49:00,2,22,18,2024-12-03 14:07:00,1,13,18,61.12,walk_in
5242,2024-12-03 13:44:00,5,41,30,2024-12-03 14:14:00,1,13,23,78.58,walk_in
5243,2024-12-03 13:28:00,6,24,33,2024-12-03 14:01:00,1,13,21,71.96,walk_in
5244,2024-12-03 13:19:00,2,18,14,2024-12-03 13:33:00,1,13,18,61.27,walk_in
5245,2024-12-03 14:32:00,4,29,43,2024-12-03 15:15:00,1,14,18,62.59,walk_in
5246,2024-12-03 14:01:00,4,6,6,2024-12-03 14:07:00,1,14,13,44.9,walk_in
5247,2024-12-03 14:36:00,5,10,13,2024-12-03 14:49:00,1,14,13,45.36,walk_in
5248,2024-12-03 15:06:00,4,21,27,2024-12-03 15:33:00,1,15,17,59.69,walk_in
5249,2024-12-03 15:27:00,4,19,22,2024-12-03 15:49:00,1,15,18,63.19,walk_in
5250,2024-12-03 15:23:00,1,16,18,2024-12-03 15:41:00,1,15,18,62.94,walk_in
5251,2024-12-03 16:28:00,1,9,13,2024-12-03 16:41:00,1,16,13,45.46,walk_in
5252,2024-12-03 17:03:00,6,38,38,2024-12-03 17:41:00,1,17,23,77.85,walk_in
5253,2024-12-03 17:37:00,3,44,59,2024-12-03 18:36:00,1,17,26,89.31,walk_in
5254,2024-12-03 17:42:00,2,35,25,2024-12-03 18:07:00,1,17,23,79.99,walk_in
5255,2024-12-03 17:56:00,2,25,22,2024-12-03 18:18:00,1,17,22,76.41,walk_in
5256,2024-12-03 17:30:00,6,42,61,2024-12-03 18:31:00,1,17,26,89.66,walk_in
5257,2024-12-03 17:42:00,2,43,31,2024-12-03 18:13:00,1,17,25,86.42,walk_in
5258,2024-12-03 17:51:00,1,26,27,2024-12-03 18:18:00,1,17,21,73.17,walk_in
5259,2024-12-03 17:12:00,3,26,38,2024-12-03 17:50:00,1,17,23,77.77,walk_in
5260,2024-12-03 17:06:00,4,20,16,2024-12-03 17:22:00,1,17,21,71.02,walk_in
5261,2024-12-03 17:46:00,3,26,21,2024-12-03 18:07:00,1,17,26,88.91,walk_in
5262,2024-12-03 18:05:00,3,29,36,2024-12-03 18:41:00,1,18,23,77.34,walk_in
5263,2024-12-03 18:38:00,5,41,60,2024-12-03 19:38:00,1,18,23,78.62,walk_in
5264,2024-12-03 18:15:00,1,31,39,2024-12-03 18:54:00,1,18,26,88.0,walk_in
5265,2024-12-03 18:29:00,2,27,36,2024-12-03 19:05:00,1,18,25,84.86,walk_in
5266,2024-12-03 18:02:00,3,29,40,2024-12-03 18:42:00,1,18,24,82.94,walk_in
5267,2024-12-03 18:32:00,2,36,34,2024-12-03 19:06:00,1,18,24,81.48,walk_in
5268,2024-12-03 18:48:00,3,27,24,2024-12-03 19:12:00,1,18,23,77.61,walk_in
5269,2024-12-03 18:55:00,1,33,36,2024-12-03 19:31:00,1,18,24,82.51,walk_in
5270,2024-12-03 18:22:00,2,43,62,2024-12-03 19:24:00,1,18,23,78.77,walk_in
5271,2024-12-03 18:41:00,2,25,30,2024-12-03 19:11:00,1,18,23,76.95,walk_in
5272,2024-12-03 19:10:00,4,18,13,2024-12-03 19:23:00,1,19,22,74.93,walk_in
5273,2024-12-03 19:19:00,1,37,48,2024-12-03 20:07:00,1,19,24,80.06,walk_in
5274,2024-12-03 19:37:00,1,34,44,2024-12-03 20:21:00,1,19,25,85.4,walk_in
5275,2024-12-03 19:05:00,1,17,14,2024-12-03 19:19:00,1,19,21,73.04,walk_in
5276,2024-12-03 19:29:00,3,26,37,2024-12-03 20:06:00,1,19,22,76.17,walk_in
5277,2024-12-03 19:07:00,2,22,19,2024-12-03 19:26:00,1,19,21,70.16,walk_in
5278,2024-12-03 19:35:00,1,32,26,2024-12-03 20:01:00,1,19,26,86.96,walk_in
5279,2024-12-03 19:49:00,2,39,34,2024-12-03 20:23:00,1,19,26,88.19,walk_in
5280,2024-12-03 19:15:00,4,29,23,2024-12-03 19:38:00,1,19,21,73.17,walk_in
5281,2024-12-03 19:14:00,1,19,17,2024-12-03 19:31:00,1,19,21,70.34,walk_in
5282,2024-12-03 20:51:00,4,37,32,2024-12-03 21:23:00,1,20,25,84.56,walk_in
5283,2024-12-03 20:49:00,3,29,26,2024-12-03 21:15:00,1,20,23,79.52,walk_in
5284,2024-12-03 20:26:00,2,39,56,2024-12-03 21:22:00,1,20,25,84.05,walk_in
5285,2024-12-03 20:02:00,4,43,64,2024-12-03 21:06:00,1,20,25,85.95,walk_in
5286,2024-12-03 20:59:00,1,35,27,2024-12-03 21:26:00,1,20,25,85.84,walk_in
5287,2024-12-03 20:23:00,5,29,29,2024-12-03 20:52:00,1,20,21,70.21,walk_in
5288,2024-12-03 20:06:00,4,44,51,2024-12-03 20:57:00,1,20,24,83.21,walk_in
5289,2024-12-03 20:33:00,1,37,33,2024-12-03 21:06:00,1,20,23,79.32,walk_in
5290,2024-12-03 20:46:00,3,31,44,2024-12-03 21:30:00,1,20,23,79.86,walk_in
5291,2024-12-03 20:31:00,2,27,39,2024-12-03 21:10:00,1,20,25,84.77,walk_in
5292,2024-12-03 21:15:00,4,12,17,2024-12-03 21:32:00,1,21,14,48.16,walk_in
5293,2024-12-03 21:01:00,5,13,13,2024-12-03 21:14:00,1,21,14,49.36,walk_in
5294,2024-12-03 22:19:00,4,14,18,2024-12-03 22:37:00,1,22,12,40.21,walk_in
5295,2024-12-04 10:44:00,4,29,25,2024-12-04 11:09:00,2,10,16,56.02,walk_in
5296,2024-12-04 10:40:00,4,20,25,2024-12-04 11:05:00,2,10,18,62.03,walk_in
5297,2024-12-04 10:45:00,4,18,19,2024-12-04 11:04:00,2,10,18,60.76,walk_in
5298,2024-12-04 11:10:00,3,27,40,2024-12-04 11:50:00,2,11,21,72.88,walk_in
5299,2024-12-04 11:41:00,4,28,30,2024-12-04 12:11:00,2,11,18,60.77,walk_in
5300,2024-12-04 11:33:00,2,16,23,2024-12-04 11:56:00,2,11,20,69.36,walk_in
5301,2024-12-04 11:04:00,7,19,24,2024-12-04 11:28:00,2,11,20,69.01,walk_in
5302,2024-12-04 11:37:00,2,28,22,2024-12-04 11:59:00,2,11,22,73.83,walk_in
5303,2024-12-04 11:54:00,3,36,53,2024-12-04 12:47:00,2,11,22,75.22,walk_in
5304,2024-12-04 11:32:00,2,25,32,2024-12-04 12:04:00,2,11,19,66.62,walk_in
5305,2024-12-04 12:37:00,6,24,35,2024-12-04 13:12:00,2,12,18,61.89,walk_in
5306,2024-12-04 12:12:00,4,19,26,2024-12-04 12:38:00,2,12,18,60.63,walk_in
5307,2024-12-04 12:11:00,4,30,40,2024-12-04 12:51:00,2,12,23,78.15,walk_in
5308,2024-12-04 12:55:00,3,22,21,2024-12-04 13:16:00,2,12,20,69.41,walk_in
5309,2024-12-04 12:08:00,1,27,30,2024-12-04 12:38:00,2,12,20,68.2,walk_in
5310,2024-12-04 12:30:00,1,20,18,2024-12-04 12:48:00,2,12,19,66.48,walk_in
5311,2024-12-04 12:25:00,2,42,34,2024-12-04 12:59:00,2,12,23,79.74,walk_in
5312,2024-12-04 13:43:00,2,24,18,2024-12-04 14:01:00,2,13,21,71.41,walk_in
5313,2024-12-04 13:32:00,4,37,44,2024-12-04 14:16:00,2,13,23,79.06,walk_in
5314,2024-12-04 13:10:00,2,24,31,2024-12-04 13:41:00,2,13,18,61.91,walk_in
5315,2024-12-04 13:03:00,2,19,26,2024-12-04 13:29:00,2,13,21,71.09,walk_in
5316,2024-12-04 13:33:00,2,28,39,2024-12-04 14:12:00,2,13,22,75.61,walk_in
5317,2024-12-04 13:30:00,4,15,18,2024-12-04 13:48:00,2,13,19,63.77,walk_in
5318,2024-12-04 13:39:00,4,35,32,2024-12-04 14:11:00,2,13,23,77.12,walk_in
5319,2024-12-04 14:45:00,4,26,19,2024-12-04 15:04:00,2,14,18,62.95,walk_in
5320,2024-12-04 14:55:00,2,18,14,2024-12-04 15:09:00,2,14,18,62.6,walk_in
5321,2024-12-04 14:34:00,3,14,20,2024-12-04 14:54:00,2,14,13,44.1,walk_in
5322,2024-12-04 15:25:00,1,29,22,2024-12-04 15:47:00,2,15,18,62.72,walk_in
5323,2024-12-04 15:48:00,4,6,7,2024-12-04 15:55:00,2,15,14,47.9,walk_in
5324,2024-12-04 15:01:00,2,23,20,2024-12-04 15:21:00,2,15,15,50.44,walk_in
5325,2024-12-04 16:37:00,5,14,17,2024-12-04 16:54:00,2,16,11,39.39,walk_in
5326,2024-12-04 17:21:00,2,39,30,2024-12-04 17:51:00,2,17,24,81.34,walk_in
5327,2024-12-04 17:47:00,2,38,29,2024-12-04 18:16:00,2,17,23,76.86,walk_in
5328,2024-12-04 17:55:00,2,38,51,2024-12-04 18:46:00,2,17,26,89.3,walk_in
5329,2024-12-04 17:52:00,2,26,21,2024-12-04 18:13:00,2,17,21,70.87,walk_in
5330,2024-12-04 17:57:00,7,30,26,2024-12-04 18:23:00,2,17,22,75.43,walk_in
5331,2024-12-04 17:45:00,4,27,22,2024-12-04 18:07:00,2,17,24,80.61,walk_in
5332,2024-12-04 17:06:00,2,35,48,2024-12-04 17:54:00,2,17,26,89.68,walk_in
5333,2024-12-04 17:50:00,2,41,40,2024-12-04 18:30:00,2,17,23,79.61,walk_in
5334,2024-12-04 17:46:00,2,20,14,2024-12-04 18:00:00,2,17,21,70.71,walk_in
5335,2024-12-04 17:31:00,2,28,32,2024-12-04 18:03:00,2,17,26,88.22,walk_in
5336,2024-12-04 18:23:00,3,29,41,2024-12-04 19:04:00,2,18,21,71.39,walk_in
5337,2024-12-04 18:23:00,2,25,29,2024-12-04 18:52:00,2,18,24,82.45,walk_in
5338,2024-12-04 18:52:00,4,35,30,2024-12-04 19:22:00,2,18,22,75.53,walk_in
5339,2024-12-04 18:29:00,2,44,36,2024-12-04 19:05:00,2,18,22,75.7,walk_in
5340,2024-12-04 18:05:00,3,25,33,2024-12-04 18:38:00,2,18,22,74.14,walk_in
5341,2024-12-04 18:24:00,2,17,12,2024-12-04 18:36:00,2,18,21,72.7,walk_in
5342,2024-12-04 18:05:00,2,35,28,2024-12-04 18:33:00,2,18,23,77.92,walk_in
5343,2024-12-04 18:59:00,2,26,33,2024-12-04 19:32:00,2,18,26,89.71,walk_in
5344,2024-12-04 18:18:00,4,39,31,2024-12-04 18:49:00,2,18,24,80.31,walk_in
5345,2024-12-04 18:31:00,5,44,49,2024-12-04 19:20:00,2,18,23,79.07,walk_in
5346,2024-12-04 19:15:00,6,25,29,2024-12-04 19:44:00,2,19,23,77.86,walk_in
5347,2024-12-04 19:31:00,1,29,28,2024-12-04 19:59:00,2,19,22,76.01,walk_in
5348,2024-12-04 19:37:00,5,31,27,2024-12-04 20:04:00,2,19,25,84.51,walk_in
5349,2024-12-04 19:05:00,5,37,27,2024-12-04 19:32:00,2,19,23,76.85,walk_in
5350,2024-12-04 19:20:00,6,29,29,2024-12-04 19:49:00,2,19,26,87.64,walk_in
5351,2024-12-04 19:50:00,2,40,36,2024-12-04 20:26:00,2,19,25,85.25,walk_in
5352,2024-12-04 19:34:00,2,30,31,2024-12-04 20:05:00,2,19,24,82.55,walk_in
5353,2024-12-04 19:54:00,4,37,47,2024-12-04 20:41:00,2,19,26,89.56,walk_in
5354,2024-12-04 19:41:00,4,24,35,2024-12-04 20:16:00,2,19,22,74.3,walk_in
